Rótulos de Linha;cu Média de CPU(milicores);du Média de CPU(milicores);ru Média de CPU(milicores);cu DesvPad de CPU(milicores);du DesvPad de CPU(milicores);ru DesvPad de CPU(milicores);cu Média de MEMORY(Mi);du Média de MEMORY(Mi);ru Média de MEMORY(Mi);cu DesvPad de MEMORY(Mi);du DesvPad de MEMORY(Mi);ru DesvPad de MEMORY(Mi);Total Média de CPU(milicores);Total DesvPad de CPU(milicores);Total Média de MEMORY(Mi);Total DesvPad de MEMORY(Mi)
325;0.073469388;150.6591837;32.29183673;0.261172056;147.9084728;32.13835337;120.4612245;388.4163265;49.1877551;5.295706341;40.37905948;39.69239409;61.00816327;108.7231917;186.0217687;149.7313621
330;0.073469388;150.6591837;32.29183673;0.261172056;147.9084728;32.13835337;120.4612245;388.4163265;49.1877551;5.295706341;40.37905948;39.69239409;61.00816327;108.7231917;186.0217687;149.7313621
335;0.106122449;191.6571429;37.25510204;0.308309039;156.6672741;31.58871405;120.4632653;396.1653061;56.67346939;5.295720921;39.14133611;37.55409881;76.33945578;124.0418296;191.1006803;150.6900784
340;0.120408163;253.0632653;43.77755102;0.325770813;158.0922244;29.5702952;120.4653061;406.0959184;66.01836735;5.296120856;35.00039415;32.36906406;98.98707483;144.2445987;197.5265306;151.7422676
345;0.120408163;253.0632653;43.77755102;0.325770813;158.0922244;29.5702952;120.4653061;406.0959184;66.01836735;5.296120856;35.00039415;32.36906406;98.98707483;144.2445987;197.5265306;151.7422676
35;;;0;;;0;;;2.2;;;0.447213595;0;0;2.2;0.447213595
350;0.148979592;276.6020408;46.1877551;0.356432247;155.3836955;28.3321205;120.4673469;409.4102041;68.93469388;5.296133858;32.98870566;30.09425922;107.6462585;151.4614399;199.6040816;152.1192377
355;0.179591837;291.6387755;46.77346939;0.384239398;161.4203892;28.46997684;120.4755102;410.9530612;68.97346939;5.295791848;31.97077911;30.12491564;112.8639456;159.0494458;200.1340136;152.7465691
360;0.179591837;291.6387755;46.77346939;0.384239398;161.4203892;28.46997684;120.4755102;410.9530612;68.97346939;5.295791848;31.97077911;30.12491564;112.8639456;159.0494458;200.1340136;152.7465691
365;0.179591837;291.6387755;46.77346939;0.384239398;161.4203892;28.46997684;120.4755102;410.9530612;68.97346939;5.295791848;31.97077911;30.12491564;112.8639456;159.0494458;200.1340136;152.7465691
370;0.175510204;301.6163265;48.11836735;0.380791669;155.2831036;27.86870821;120.4755102;413.2285714;71.32653061;5.295791848;29.82876832;27.64867803;116.6367347;160.5894563;201.6768707;152.8239454
375;0.212244898;317.6755102;49.46734694;0.409315181;152.3981131;27.46821839;120.4755102;414.7836735;71.85918367;5.295791848;28.49672852;27.12122614;122.4517007;165.6990104;202.3727891;153.2750783
380;0.204081633;340.9673469;51.9;0.403440816;139.8353507;26.29112224;120.7102041;417.6714286;73.49387755;0.50122341;18.91592095;25.39739297;131.0238095;170.9915506;203.9585034;153.4857576
385;0.185714286;339.2571429;52.2877551;0.389273352;143.3028854;26.36647599;120.7102041;417.7061224;73.1877551;0.50122341;18.90811284;25.81175865;130.5768707;171.1977801;203.8680272;153.611381
390;0.206122449;344.0979592;52.64081633;0.404932857;142.7055494;26.3104318;120.7102041;417.722449;73.18571429;0.50122341;18.91225315;25.81712071;132.314966;172.9432421;203.8727891;153.6200107
395;0.17755102;336.4285714;51.92244898;0.382524873;150.2091385;26.36440608;120.7081633;417.8244898;72.33877551;0.49798643;18.8882683;26.81229776;129.5095238;172.0784554;203.6238095;153.964056
40;0;;0;#DIV/0!;;0;7;;1.8125;#DIV/0!;;0.83416625;0;0;2.117647059;1.495090003
400;0.197959184;334.1571429;51.74081633;0.398868438;150.4340475;26.59089761;120.7081633;417.8346939;72.00816327;0.49798643;18.8907964;27.18880316;128.6986395;171.2678218;203.5170068;154.0849427
405;0.197959184;334.1571429;51.74081633;0.398868438;150.4340475;26.59089761;120.7081633;417.8346939;72.00816327;0.49798643;18.8907964;27.18880316;128.6986395;171.2678218;203.5170068;154.0849427
410;0.2;325.2755102;51.67142857;0.400408789;145.4980151;26.5556521;120.7081633;417.8346939;72.01020408;0.49798643;18.8907964;27.18974263;125.7156463;166.2805685;203.5176871;154.0844168
415;0.2;322.4285714;51.45102041;0.400408789;145.9085631;26.76655593;120.7081633;417.8346939;71.67755102;0.49798643;18.8907964;27.55626529;124.6931973;165.3068122;203.4068027;154.200829
420;0.230612245;336.5612245;52.35918367;0.421655168;140.1902203;25.89947468;120.7081633;418.8285714;72.14693878;0.49798643;17.52821856;27.20509923;129.7170068;169.1909074;203.8945578;154.4540852
425;0.251020408;336.6632653;52.34693878;0.434043362;140.2604898;25.91345595;120.7102041;418.8367347;72.14285714;0.497126672;17.52992993;27.20925501;129.7537415;169.2492831;203.8965986;154.4589765
430;0.251020408;336.6632653;52.34693878;0.434043362;140.2604898;25.91345595;120.7102041;418.8367347;72.14285714;0.497126672;17.52992993;27.20925501;129.7537415;169.2492831;203.8965986;154.4589765
435;0.251020408;336.6632653;52.34693878;0.434043362;140.2604898;25.91345595;120.7102041;418.8367347;72.14285714;0.497126672;17.52992993;27.20925501;129.7537415;169.2492831;203.8965986;154.4589765
440;0.293877551;337.1836735;52.48367347;0.456002082;140.4815955;25.90956308;120.7122449;418.8591837;72.14285714;0.496257014;17.5346157;27.21105874;129.9870748;169.4905166;203.9047619;154.4693119
445;0.293877551;337.1836735;52.48367347;0.456002082;140.4815955;25.90956308;120.7122449;418.8591837;72.14285714;0.496257014;17.5346157;27.21105874;129.9870748;169.4905166;203.9047619;154.4693119
45;0;0;0;0;0;0;7.5;8;1.8125;0.707106781;2.160246899;0.83416625;0;0;3.454545455;2.955660795
450;0.293877551;337.4857143;52.54897959;0.456002082;140.4953434;25.77753355;120.7122449;419.0938776;73.33061224;0.496257014;17.68664312;25.6054075;130.1095238;169.6008235;204.3789116;154.1552309
455;0.293877551;337.4857143;52.54897959;0.456002082;140.4953434;25.77753355;120.7122449;419.0938776;73.33061224;0.496257014;17.68664312;25.6054075;130.1095238;169.6008235;204.3789116;154.1552309
460;0.312244898;333.2469388;52.75510204;0.463882721;141.9471741;25.36258989;120.7142857;419.2714286;73.83877551;0.499488491;17.78909043;24.99317957;128.7714286;168.2243291;204.6081633;154.0638528
465;0.312244898;332.7530612;53.47142857;0.463882721;142.2194157;24.21445173;120.7142857;419.6346939;75.6755102;0.499488491;18.00736104;22.44408668;128.8455782;167.9368336;205.3414966;153.5917883
470;0.312244898;332.222449;53.72244898;0.463882721;142.2424753;23.78689699;120.7142857;419.7346939;76.17755102;0.499488491;18.06382177;21.68596999;128.752381;167.6706184;205.5421769;153.4630044
475;0.346938776;328.1081633;54.09387755;0.476482528;142.4893155;23.36575377;120.7163265;419.9877551;76.86326531;0.494487791;18.20076217;20.60723555;127.5163265;165.9950484;205.8557823;153.3437465
480;0.346938776;328.1081633;54.09387755;0.476482528;142.4893155;23.36575377;120.7163265;419.9877551;76.86326531;0.494487791;18.20076217;20.60723555;127.5163265;165.9950484;205.8557823;153.3437465
485;0.346938776;328.1081633;54.09387755;0.476482528;142.4893155;23.36575377;120.7163265;419.9877551;76.86326531;0.494487791;18.20076217;20.60723555;127.5163265;165.9950484;205.8557823;153.3437465
490;0.346938776;328.1081633;54.09387755;0.476482528;142.4893155;23.36575377;120.7163265;419.9877551;76.86326531;0.494487791;18.20076217;20.60723555;127.5163265;165.9950484;205.8557823;153.3437465
495;0.346938776;325.7122449;54.68163265;0.476482528;142.6645244;22.43483336;120.7163265;420.2816327;78.20204082;0.494487791;18.35968369;18.15661236;126.9136054;164.951667;206.4;153.0088933
50;0;0;0;0;0;0;7;8;1.8125;1.224744871;1.673320053;0.83416625;0;0;4.148148148;3.084747885
500;0.346938776;325.7122449;54.68163265;0.476482528;142.6645244;22.43483336;120.7163265;420.2816327;78.20204082;0.494487791;18.35968369;18.15661236;126.9136054;164.951667;206.4;153.0088933
505;0.346938776;323.3918367;56.45714286;0.476482528;143.5041649;20.16616048;120.7163265;420.6408163;80.02857143;0.494487791;18.54573652;14.38583148;126.7319728;163.9096789;207.1285714;152.5412167
510;0.346938776;323.3918367;56.45714286;0.476482528;143.5041649;20.16616048;120.7163265;420.6408163;80.02857143;0.494487791;18.54573652;14.38583148;126.7319728;163.9096789;207.1285714;152.5412167
515;0.346938776;322.977551;56.52857143;0.476482528;143.4933911;20.03851608;120.7163265;420.6734694;80.20816327;0.494487791;18.56221259;13.878583;126.6176871;163.7253489;207.1993197;152.491584
520;0.346938776;322.4938776;56.8122449;0.476482528;143.9135198;19.8881703;120.7163265;420.6734694;80.20816327;0.494487791;18.56221259;13.878583;126.5510204;163.6082623;207.1993197;152.491584
525;0.344897959;322.1755102;56.87346939;0.475820774;143.880339;19.91300893;120.7163265;420.7387755;80.38367347;0.494487791;18.59494859;13.39733128;126.4646259;163.4642115;207.2795918;152.46034
530;0.346938776;318.4632653;57.11020408;0.476482528;145.0292957;19.48928965;120.7163265;420.8387755;80.88571429;0.494487791;18.64545226;11.84335386;125.3068027;162.2742106;207.4802721;152.3269899
